artist,song,label,position,start_date,end_date
Sido feat. Yonii & Beka,Melatonin,Universal Domestic Urban,95,05.07.2019,11.07.2019
Bonez MC & RAF Camora,500 PS,Universal Domestic Vertigo,96,05.07.2019,11.07.2019
Jax Jones & Martin Solveig present Europa feat. Madison Beer,All Day And Night,Polydor,97,05.07.2019,11.07.2019
Jonas Blue feat. Theresa Rex,What I Like About You,Virgin Records,98,05.07.2019,11.07.2019
Pietro Lombardi,Bella Donna,Universal Domestic Polydor,99,05.07.2019,11.07.2019
Gaullin,Moonlight,B1 Recordings,100,05.07.2019,11.07.2019
Shawn Mendes & Camila Cabello,Señorita,Island,1,12.07.2019,18.07.2019
Loredana,Jetzt rufst du an,Loredana,2,12.07.2019,18.07.2019
Capital Bra x Samra,Tilidin,Universal Domestic Urban,3,12.07.2019,18.07.2019
Lil Nas X,Old Town Road,SME - Columbia,4,12.07.2019,18.07.2019
Summer Cem x Gringo,Yallah Goodbye,Banger Musik,5,12.07.2019,18.07.2019
Shirin David feat. Maître Gims,On Off,Shirin David Music,6,12.07.2019,18.07.2019
Ed Sheeran & Justin Bieber,I Don't Care,Atlantic,7,12.07.2019,18.07.2019
Juju feat. Henning May,Vermissen,Jinx Music,8,12.07.2019,18.07.2019
Ufo361 feat. Data Luv,Shot,Stay High,9,12.07.2019,18.07.2019
Meduza feat. Goodboys,Piece Of Your Heart,Virgin Records,10,12.07.2019,18.07.2019
Sarah Connor,Vincent,Universal Domestic Polydor,11,12.07.2019,18.07.2019
Samra & Capital Bra,Wieder Lila,Universal Domestic Urban,12,12.07.2019,18.07.2019
Billie Eilish,Bad Guy,Universal,13,12.07.2019,18.07.2019
Summer Cem feat. Capital Bra,Diamonds,Banger Musik,14,12.07.2019,18.07.2019
Ed Sheeran feat. Khalid,Beautiful People,Atlantic,15,12.07.2019,18.07.2019
Post Malone feat. Young Thug,Goodbyes,Republic Records,16,12.07.2019,18.07.2019
Daddy Yankee feat. Snow,Con calma,Universal,17,12.07.2019,18.07.2019
Luciano [DE],Im Plus,Universal Domestic Urban,18,12.07.2019,18.07.2019
Younotus & Janieck & Senex,Narcotic,B1 Recordings,19,12.07.2019,18.07.2019
DJ Snake & J Balvin feat. Tyga,Loco contigo,Geffen Records,20,12.07.2019,18.07.2019
Dardan,Komm zu Hypnotize,Universal Domestic Urban,21,12.07.2019,18.07.2019
"Kalazh44, Capital Bra & Samra feat. Nimo & Luciano",Royal Rumble,Kalazh44,22,12.07.2019,18.07.2019
Farid Bang feat. French Montana & Khaled,Maghreb Gang,Banger Musik,23,12.07.2019,18.07.2019
OneRepublic,Rescue Me,Interscope,24,12.07.2019,18.07.2019
Leon Machère & Kay One feat. Tilly,Portofino,PMR Music,25,12.07.2019,18.07.2019
Lewis Capaldi,Someone You Loved,Universal Domestic Vertigo,26,12.07.2019,18.07.2019
Loredana,Labyrinth,Loredana,27,12.07.2019,18.07.2019
Robin Schulz feat. Harlœ,All This Love,Warner Music Germany,28,12.07.2019,18.07.2019
R3hab x A Touch Of Class,All Around The World (La La La),Virgin Records,29,12.07.2019,18.07.2019
Luciano [DE],La haine,Universal Domestic Urban,30,12.07.2019,18.07.2019
Bausa,Mary,Warner Music Germany,31,12.07.2019,18.07.2019
Martin Garrix feat. Macklemore & Patrick Stump of Fall Out Boy,Summer Days,SME - Epic,32,12.07.2019,18.07.2019
Avicii feat. Aloe Blacc,SOS,Universal,33,12.07.2019,18.07.2019
Juju [DE],Hi Babe,Jinx Music,34,12.07.2019,18.07.2019
Mabel [UK],Don't Call Me Up,Polydor,35,12.07.2019,18.07.2019
Dardan feat. Eno,Wer macht Para 2,Universal Domestic Urban,36,12.07.2019,18.07.2019
Pedro Capó,Calma,Sony Music,37,12.07.2019,18.07.2019
Ed Sheeran feat. Chance The Rapper & PnB Rock,Cross Me,Atlantic,38,12.07.2019,18.07.2019
Kygo x Whitney Houston,Higher Love,SME - RCA International,39,12.07.2019,18.07.2019
Sero el Mero,Dein Fahrer,Groove Attack TraX,40,12.07.2019,18.07.2019
PA Sports feat. Jamule & MoTrip,Hellwach,Life Is Pain,41,12.07.2019,18.07.2019
Dominic Fike,3 Nights,SME - Columbia,42,12.07.2019,18.07.2019
Rammstein,Deutschland,Rammstein,43,12.07.2019,18.07.2019
Vize,Glad You Came,Kontor Records,44,12.07.2019,18.07.2019
Dardan,Coco Mama,Universal Domestic Urban,45,12.07.2019,18.07.2019
Michael Schulte,Back To The Start,Very Us Records,46,12.07.2019,18.07.2019
Dennis Lloyd,Never Go Back,SME - Arista,47,12.07.2019,18.07.2019
"LX & Maxwell feat. Bonez MC, Gzuz, Sa4",100 Round Drum,187 Strassenbande,48,12.07.2019,18.07.2019
Jonas Brothers,Sucker,Jonas Brothers Recording,49,12.07.2019,18.07.2019
Adel Tawil feat. Peachy,Tu m'appelles,BMG,50,12.07.2019,18.07.2019
Vize feat. Laniia,Stars,Kontor Records,51,12.07.2019,18.07.2019
Capital Bra feat. Summer Cem & KC Rebell,Rolex,Universal Domestic Urban,52,12.07.2019,18.07.2019
Fero47,NENENE,SME - Epic Domestic,53,12.07.2019,18.07.2019
Shindy,Nautilus,SME - Friends With Money,54,12.07.2019,18.07.2019
Ed Sheeran feat. Yebba,Best Part Of Me,Atlantic,55,12.07.2019,18.07.2019
Kontra K,Letzte Träne,BMG,56,12.07.2019,18.07.2019
Mero,Olabilir,Groove Attack TraX,57,12.07.2019,18.07.2019
Olexesh feat. Calo,Feuer,Universal Domestic Urban,58,12.07.2019,18.07.2019
Olexesh,Barrio,Universal Domestic Urban,59,12.07.2019,18.07.2019
Gamper & Dadoni feat. Emily Roberts,Bittersweet Symphony,Big Top Amsterdam,60,12.07.2019,18.07.2019
RIN,Vintage,SME - Division,61,12.07.2019,18.07.2019
Lady Gaga & Bradley Cooper,Shallow,Interscope,62,12.07.2019,18.07.2019
The Chainsmokers feat. Bebe Rexha,Call You Mine,SME - Columbia,63,12.07.2019,18.07.2019
C Arma,Yapma,C Arma,64,12.07.2019,18.07.2019
Imagine Dragons,Bad Liar,Interscope,65,12.07.2019,18.07.2019
Katy Perry,Never Really Over,Capitol,66,12.07.2019,18.07.2019
Mabel [UK],Mad Love,Polydor,67,12.07.2019,18.07.2019
Taylor Swift,You Need To Calm Down,Universal,68,12.07.2019,18.07.2019
Shindy,EFH,SME - Friends With Money,69,12.07.2019,18.07.2019
Capital Bra,Cherry Lady,Universal Domestic Urban,70,12.07.2019,18.07.2019
Ava Max,Sweet But Psycho,Atlantic,71,12.07.2019,18.07.2019
Shawn Mendes,If I Can't Have You,Island,72,12.07.2019,18.07.2019
Rammstein,Ausländer,Rammstein,73,12.07.2019,18.07.2019
Alec Benjamin,Let Me Down Slowly,Atlantic,74,12.07.2019,18.07.2019
Miley Cyrus,Mother's Daughter,SME - RCA International,75,12.07.2019,18.07.2019
The Prince Karma,Later Bitches,Kontor Records,76,12.07.2019,18.07.2019
Samra,Marlboro Rot,Universal Domestic Urban,77,12.07.2019,18.07.2019
Dynoro & Gigi D'Agostino,In My Mind,B1 Recordings,78,12.07.2019,18.07.2019
Drake feat. Rick Ross,Money In The Grave,Republic Records,79,12.07.2019,18.07.2019
Ufo361,Irina Shayk,Stay High,80,12.07.2019,18.07.2019
Bonez MC & RAF Camora,500 PS,Universal Domestic Vertigo,81,12.07.2019,18.07.2019
Alvaro Soler,La libertad,Airforce1,82,12.07.2019,18.07.2019
Ava Max,So Am I,Atlantic,83,12.07.2019,18.07.2019
Nico Santos,Unforgettable,Virgin Records,84,12.07.2019,18.07.2019
YG feat. Tyga & Jon Z,Go Loko,Def Jam,85,12.07.2019,18.07.2019
Kalim feat. Jamule,63,Universal Domestic Urban,86,12.07.2019,18.07.2019
KC Rebell feat. Gringo,Badewanne,Rebell Army,87,12.07.2019,18.07.2019
Mero,Wolke 10,Groove Attack TraX,88,12.07.2019,18.07.2019
Gaullin,Moonlight,B1 Recordings,89,12.07.2019,18.07.2019
Lena,Don't Lie To Me,Universal Domestic Polydor,90,12.07.2019,18.07.2019
Fero47 feat. Kazad,Money,SME - Epic Domestic,91,12.07.2019,18.07.2019
Kontra K feat. Veysel,Blei,BMG,92,12.07.2019,18.07.2019
Jax Jones & Martin Solveig present Europa feat. Madison Beer,All Day And Night,Polydor,93,12.07.2019,18.07.2019
Ed Sheeran with Chris Stapleton & Bruno Mars,Blow,Atlantic,94,12.07.2019,18.07.2019
Calvin Harris & Rag'n'Bone Man,Giant,SME - Columbia,95,12.07.2019,18.07.2019
Capital Bra,Prinzessa,Universal Domestic Urban,96,12.07.2019,18.07.2019
Jonas Blue feat. Theresa Rex,What I Like About You,Virgin Records,97,12.07.2019,18.07.2019
Kygo and Rita Ora,Carry On,SME - RCA International,98,12.07.2019,18.07.2019
Ardian Bujupi x Fero47,Wie im Traum,SME - Columbia Domestic,99,12.07.2019,18.07.2019
Lil Nas X,Panini,SME - Columbia,100,12.07.2019,18.07.2019
Samra x Capital Bra,Zombie,Universal Domestic Urban,1,19.07.2019,25.07.2019
Shawn Mendes & Camila Cabello,Señorita,Island,2,19.07.2019,25.07.2019
Capital Bra x Samra,Tilidin,Universal Domestic Urban,3,19.07.2019,25.07.2019
Shindy,Raffaello,Friends With Money,4,19.07.2019,25.07.2019
Loredana,Jetzt rufst du an,Loredana,5,19.07.2019,25.07.2019
Ed Sheeran & Justin Bieber,I Don't Care,Atlantic,6,19.07.2019,25.07.2019
Lil Nas X,Old Town Road,Columbia,7,19.07.2019,25.07.2019
Billie Eilish,Bad Guy,Universal,8,19.07.2019,25.07.2019
Ed Sheeran feat. Khalid,Beautiful People,Atlantic,9,19.07.2019,25.07.2019
Sido feat. Luciano,Energie,Universal Domestic Urban,10,19.07.2019,25.07.2019
Juju feat. Henning May,Vermissen,Jinx Music,11,19.07.2019,25.07.2019
Meduza feat. Goodboys,Piece Of Your Heart,Virgin Records,12,19.07.2019,25.07.2019
Shirin David feat. Maître Gims,On Off,Shirin David Music,13,19.07.2019,25.07.2019
Sarah Connor,Vincent,Universal Domestic Polydor,14,19.07.2019,25.07.2019
Summer Cem x Gringo,Yallah Goodbye,Banger Musik,15,19.07.2019,25.07.2019
Samra & Capital Bra,Wieder Lila,Universal Domestic Urban,16,19.07.2019,25.07.2019
Ufo361 feat. Data Luv,Shot,Stay High,17,19.07.2019,25.07.2019
Shindy,Babygirl,Friends With Money,18,19.07.2019,25.07.2019
Shindy,Babyblau,Friends With Money,19,19.07.2019,25.07.2019
Summer Cem feat. Capital Bra,Diamonds,Banger Musik,20,19.07.2019,25.07.2019
DJ Snake & J Balvin feat. Tyga,Loco contigo,Geffen Records,21,19.07.2019,25.07.2019
Post Malone feat. Young Thug,Goodbyes,Republic Records,22,19.07.2019,25.07.2019
Ed Sheeran with Travis Scott,Antisocial,Atlantic,23,19.07.2019,25.07.2019
Younotus & Janieck & Senex,Narcotic,B1 Recordings,24,19.07.2019,25.07.2019
Shindy,Nautilus,Friends With Money,25,19.07.2019,25.07.2019
Ed Sheeran feat. Chance The Rapper & PnB Rock,Cross Me,Atlantic,26,19.07.2019,25.07.2019
Shindy,Drama,Friends With Money,27,19.07.2019,25.07.2019
Shindy,Rapsuperstar,Friends With Money,28,19.07.2019,25.07.2019
Ed Sheeran feat. Eminem & 50 Cent,Remember The Name,Atlantic,29,19.07.2019,25.07.2019
Shindy,Bietigheim Sunshine,Friends With Money,30,19.07.2019,25.07.2019
Daddy Yankee feat. Snow,Con calma,Universal,31,19.07.2019,25.07.2019
Shindy,Honigtopf,Friends With Money,32,19.07.2019,25.07.2019
Ed Sheeran feat. Camila Cabello & Cardi B,South Of The Border,Atlantic,33,19.07.2019,25.07.2019
OneRepublic,Rescue Me,Interscope,34,19.07.2019,25.07.2019
Apache 207,2 Minuten,Two Sides,35,19.07.2019,25.07.2019
Shindy,Affalterbach,Friends With Money,36,19.07.2019,25.07.2019
Shindy,MMM,Friends With Money,37,19.07.2019,25.07.2019
Lewis Capaldi,Someone You Loved,Universal Domestic Vertigo,38,19.07.2019,25.07.2019
Robin Schulz feat. Harlœ,All This Love,Warner Music Germany,39,19.07.2019,25.07.2019
Shindy,EFH,Friends With Money,40,19.07.2019,25.07.2019
R3hab x A Touch Of Class,All Around The World (La La La),Virgin Records,41,19.07.2019,25.07.2019
Bausa,Mary,Warner Music Germany,42,19.07.2019,25.07.2019
Shindy,Shoot,Friends With Money,43,19.07.2019,25.07.2019
"Kalazh44, Capital Bra & Samra feat. Nimo & Luciano",Royal Rumble,Kalazh44,44,19.07.2019,25.07.2019
Martin Garrix feat. Macklemore & Patrick Stump of Fall Out Boy,Summer Days,Epic,45,19.07.2019,25.07.2019
Juju [DE],Hi Babe,Jinx Music,46,19.07.2019,25.07.2019
Luciano [DE],Im Plus,Universal Domestic Urban,47,19.07.2019,25.07.2019
Luciano [DE],La haine,Universal Domestic Urban,48,19.07.2019,25.07.2019
Mabel [UK],Don't Call Me Up,Polydor,49,19.07.2019,25.07.2019
Kygo x Whitney Houston,Higher Love,RCA International,50,19.07.2019,25.07.2019
Dardan,Komm zu Hypnotize,Universal Domestic Urban,51,19.07.2019,25.07.2019
Shindy,DODI,Friends With Money,52,19.07.2019,25.07.2019
Reynmen,Ela,Muse Instanbul,53,19.07.2019,25.07.2019
Pedro Capó,Calma,Sony Music,54,19.07.2019,25.07.2019
Avicii feat. Aloe Blacc,SOS,Universal,55,19.07.2019,25.07.2019
Ed Sheeran feat. Yebba,Best Part Of Me,Atlantic,56,19.07.2019,25.07.2019
Farid Bang feat. French Montana & Khaled,Maghreb Gang,Banger Musik,57,19.07.2019,25.07.2019
Loredana,Labyrinth,Loredana,58,19.07.2019,25.07.2019
Vize feat. Laniia,Stars,Kontor Records,59,19.07.2019,25.07.2019
Rammstein,Deutschland,Rammstein,60,19.07.2019,25.07.2019
Adel Tawil feat. Peachy,Tu m'appelles,BMG,61,19.07.2019,25.07.2019
Jonas Brothers,Sucker,Jonas Brothers Recording,62,19.07.2019,25.07.2019
Leon Machère & Kay One feat. Tilly,Portofino,PMR Music,63,19.07.2019,25.07.2019
Michael Schulte,Back To The Start,Very Us Records,64,19.07.2019,25.07.2019
SDP feat. Capital Bra,Viva la Dealer,Berliner Plattenbau,65,19.07.2019,25.07.2019
Dominic Fike,3 Nights,Columbia,66,19.07.2019,25.07.2019
Gamper & Dadoni feat. Emily Roberts,Bittersweet Symphony,Big Top Amsterdam,67,19.07.2019,25.07.2019
Ed Sheeran feat. Stormzy,Take Me Back To London,Atlantic,68,19.07.2019,25.07.2019
Vize,Glad You Came,Kontor Records,69,19.07.2019,25.07.2019
Dardan feat. Eno,Wer macht Para 2,Universal Domestic Urban,70,19.07.2019,25.07.2019
Dennis Lloyd,Never Go Back,Arista,71,19.07.2019,25.07.2019
Lady Gaga & Bradley Cooper,Shallow,Interscope,72,19.07.2019,25.07.2019
Dardan,Coco Mama,Universal Domestic Urban,73,19.07.2019,25.07.2019
Capital Bra feat. Summer Cem & KC Rebell,Rolex,Universal Domestic Urban,74,19.07.2019,25.07.2019
Mert,Boxerschnitt [2019],Husla Music,75,19.07.2019,25.07.2019
Mabel [UK],Mad Love,Polydor,76,19.07.2019,25.07.2019
Sero el Mero,Dein Fahrer,Groove Attack TraX,77,19.07.2019,25.07.2019
Alec Benjamin,Let Me Down Slowly,Atlantic,78,19.07.2019,25.07.2019
Capital Bra,Cherry Lady,Universal Domestic Urban,79,19.07.2019,25.07.2019
Ava Max,Sweet But Psycho,Atlantic,80,19.07.2019,25.07.2019
Imagine Dragons,Bad Liar,Interscope,81,19.07.2019,25.07.2019
Kontra K,Letzte Träne,BMG,82,19.07.2019,25.07.2019
Olexesh,Barrio,Universal Domestic Urban,83,19.07.2019,25.07.2019
Fero47,NENENE,Epic Domestic,84,19.07.2019,25.07.2019
Dynoro & Gigi D'Agostino,In My Mind,B1 Recordings,85,19.07.2019,25.07.2019
Bonez MC & RAF Camora,500 PS,Universal Domestic Vertigo,86,19.07.2019,25.07.2019
The Chainsmokers feat. Bebe Rexha,Call You Mine,Columbia,87,19.07.2019,25.07.2019
Katy Perry,Never Really Over,Capitol,88,19.07.2019,25.07.2019
Rammstein,Ausländer,Rammstein,89,19.07.2019,25.07.2019
Taylor Swift,You Need To Calm Down,Universal,90,19.07.2019,25.07.2019
The Prince Karma,Later Bitches,Kontor Records,91,19.07.2019,25.07.2019
C Arma,Yapma,C Arma,92,19.07.2019,25.07.2019
Ed Sheeran with Chris Stapleton & Bruno Mars,Blow,Atlantic,93,19.07.2019,25.07.2019
RIN,Vintage,Division,94,19.07.2019,25.07.2019
Mero,Olabilir,Groove Attack TraX,95,19.07.2019,25.07.2019
Drake feat. Rick Ross,Money In The Grave,Republic Records,96,19.07.2019,25.07.2019
Alvaro Soler,La libertad,Airforce1,97,19.07.2019,25.07.2019
Shindy,Oud Interlude,Friends With Money,98,19.07.2019,25.07.2019
Nico Santos,Unforgettable,Virgin Records,99,19.07.2019,25.07.2019
Shawn Mendes,If I Can't Have You,Island,100,19.07.2019,25.07.2019
Shawn Mendes & Camila Cabello,Señorita,Island,1,26.07.2019,01.08.2019
KC Rebell & RAF Camora,Neptun,Rebell Army,2,26.07.2019,01.08.2019
Samra x Capital Bra,Zombie,Universal Domestic Urban,3,26.07.2019,01.08.2019
Lil Nas X,Old Town Road,SME - Columbia,4,26.07.2019,01.08.2019
Capital Bra x Samra,Tilidin,Universal Domestic Urban,5,26.07.2019,01.08.2019
Ed Sheeran & Justin Bieber,I Don't Care,Atlantic,6,26.07.2019,01.08.2019
Loredana,Jetzt rufst du an,Loredana,7,26.07.2019,01.08.2019
Billie Eilish,Bad Guy,Universal,8,26.07.2019,01.08.2019
Meduza feat. Goodboys,Piece Of Your Heart,Virgin Records,9,26.07.2019,01.08.2019
Ufo361 feat. Gunna,On Time,Stay High,10,26.07.2019,01.08.2019
Ed Sheeran feat. Khalid,Beautiful People,Atlantic,11,26.07.2019,01.08.2019
Luciano [DE],Im Film,Universal Domestic Urban,12,26.07.2019,01.08.2019
Juju feat. Henning May,Vermissen,Jinx Music,13,26.07.2019,01.08.2019
Sarah Connor,Vincent,Universal Domestic Polydor,14,26.07.2019,01.08.2019
DJ Snake & J Balvin feat. Tyga,Loco contigo,Geffen Records,15,26.07.2019,01.08.2019
Shindy,Raffaello,SME - Friends With Money,16,26.07.2019,01.08.2019
Samra & Capital Bra,Wieder Lila,Universal Domestic Urban,17,26.07.2019,01.08.2019
Shirin David feat. Maître Gims,On Off,Shirin David Music,18,26.07.2019,01.08.2019
Younotus & Janieck & Senex,Narcotic,B1 Recordings,19,26.07.2019,01.08.2019
Sido feat. Luciano,Energie,Universal Domestic Urban,20,26.07.2019,01.08.2019
Summer Cem x Gringo,Yallah Goodbye,Banger Musik,21,26.07.2019,01.08.2019
Summer Cem feat. Capital Bra,Diamonds,Banger Musik,22,26.07.2019,01.08.2019
Dardan,Kadale,Universal Domestic Urban,23,26.07.2019,01.08.2019
Ufo361 feat. Data Luv,Shot,Stay High,24,26.07.2019,01.08.2019
Post Malone feat. Young Thug,Goodbyes,Republic Records,25,26.07.2019,01.08.2019
Daddy Yankee feat. Snow,Con calma,Universal,26,26.07.2019,01.08.2019
OneRepublic,Rescue Me,Interscope,27,26.07.2019,01.08.2019
Robin Schulz feat. Harlœ,All This Love,Warner Music Germany,28,26.07.2019,01.08.2019
Vize feat. Laniia,Stars,Kontor Records,29,26.07.2019,01.08.2019
Kygo x Whitney Houston,Higher Love,SME - RCA International,30,26.07.2019,01.08.2019
R3hab x A Touch Of Class,All Around The World (La La La),Virgin Records,31,26.07.2019,01.08.2019
Bausa,Mary,Warner Music Germany,32,26.07.2019,01.08.2019
Pedro Capó,Calma,Sony Music,33,26.07.2019,01.08.2019
Lewis Capaldi,Someone You Loved,Universal Domestic Vertigo,34,26.07.2019,01.08.2019
Ed Sheeran feat. Chance The Rapper & PnB Rock,Cross Me,Atlantic,35,26.07.2019,01.08.2019
Martin Garrix feat. Macklemore & Patrick Stump of Fall Out Boy,Summer Days,SME - Epic,36,26.07.2019,01.08.2019
Shindy,Nautilus,SME - Friends With Money,37,26.07.2019,01.08.2019
Ed Sheeran with Travis Scott,Antisocial,Atlantic,38,26.07.2019,01.08.2019
Apache 207,2 Minuten,SME - Two Sides,39,26.07.2019,01.08.2019
Shindy,Babygirl,SME - Friends With Money,40,26.07.2019,01.08.2019
Mabel [UK],Don't Call Me Up,Polydor,41,26.07.2019,01.08.2019
Luciano [DE],La haine,Universal Domestic Urban,42,26.07.2019,01.08.2019
Avicii feat. Aloe Blacc,SOS,Universal,43,26.07.2019,01.08.2019
Juju [DE],Hi Babe,Jinx Music,44,26.07.2019,01.08.2019
"Kalazh44, Capital Bra & Samra feat. Nimo & Luciano",Royal Rumble,Kalazh44,45,26.07.2019,01.08.2019
Shindy,Babyblau,SME - Friends With Money,46,26.07.2019,01.08.2019
Sam Smith,How Do You Sleep?,Capitol,47,26.07.2019,01.08.2019
Dominic Fike,3 Nights,SME - Columbia,48,26.07.2019,01.08.2019
Adel Tawil feat. Peachy,Tu m'appelles,BMG,49,26.07.2019,01.08.2019
Dardan,Komm zu Hypnotize,Universal Domestic Urban,50,26.07.2019,01.08.2019
Reynmen,Ela,Muse Instanbul,51,26.07.2019,01.08.2019
Michael Schulte,Back To The Start,Very Us Records,52,26.07.2019,01.08.2019
Gamper & Dadoni feat. Emily Roberts,Bittersweet Symphony,Big Top Amsterdam,53,26.07.2019,01.08.2019
Jonas Brothers,Sucker,Jonas Brothers Recording,54,26.07.2019,01.08.2019
Dennis Lloyd,Never Go Back,SME - Arista,55,26.07.2019,01.08.2019
SDP feat. Capital Bra,Viva la Dealer,Berliner Plattenbau,56,26.07.2019,01.08.2019
Vize,Glad You Came,Kontor Records,57,26.07.2019,01.08.2019
Shindy,Affalterbach,SME - Friends With Money,58,26.07.2019,01.08.2019
Loredana,Labyrinth,Loredana,59,26.07.2019,01.08.2019
Farid Bang feat. French Montana & Khaled,Maghreb Gang,Banger Musik,60,26.07.2019,01.08.2019
Leon Machère & Kay One feat. Tilly,Portofino,PMR Music,61,26.07.2019,01.08.2019
"AriBeatz, Fero47 & YL",Amphetamin,SME - RBK,62,26.07.2019,01.08.2019
Ed Sheeran feat. Eminem & 50 Cent,Remember The Name,Atlantic,63,26.07.2019,01.08.2019
Rammstein,Deutschland,Rammstein,64,26.07.2019,01.08.2019
Lady Gaga & Bradley Cooper,Shallow,Interscope,65,26.07.2019,01.08.2019
Luciano [DE],Im Plus,Universal Domestic Urban,66,26.07.2019,01.08.2019
Mert,Boxerschnitt [2019],Husla Music,67,26.07.2019,01.08.2019
Ed Sheeran feat. Camila Cabello & Cardi B,South Of The Border,Atlantic,68,26.07.2019,01.08.2019
Alvaro Soler,La libertad,Airforce1,69,26.07.2019,01.08.2019
Mabel [UK],Mad Love,Polydor,70,26.07.2019,01.08.2019
Dardan,Coco Mama,Universal Domestic Urban,71,26.07.2019,01.08.2019
Dynoro & Gigi D'Agostino,In My Mind,B1 Recordings,72,26.07.2019,01.08.2019
Bonez MC & RAF Camora,500 PS,Universal Domestic Vertigo,73,26.07.2019,01.08.2019
Olexesh,Barrio,Universal Domestic Urban,74,26.07.2019,01.08.2019
Ava Max,Sweet But Psycho,Atlantic,75,26.07.2019,01.08.2019
Capital Bra,Cherry Lady,Universal Domestic Urban,76,26.07.2019,01.08.2019
Alec Benjamin,Let Me Down Slowly,Atlantic,77,26.07.2019,01.08.2019
Capital Bra feat. Summer Cem & KC Rebell,Rolex,Universal Domestic Urban,78,26.07.2019,01.08.2019
The Prince Karma,Later Bitches,Kontor Records,79,26.07.2019,01.08.2019
C Arma,Yapma,C Arma,80,26.07.2019,01.08.2019
Katy Perry,Never Really Over,Capitol,81,26.07.2019,01.08.2019
Ali Gatie,It's You,Warner Music International,82,26.07.2019,01.08.2019
The Chainsmokers feat. Bebe Rexha,Call You Mine,SME - Columbia,83,26.07.2019,01.08.2019
Imagine Dragons,Bad Liar,Interscope,84,26.07.2019,01.08.2019
Jax Jones & Martin Solveig present Europa feat. Madison Beer,All Day And Night,Polydor,85,26.07.2019,01.08.2019
Nico Santos,Unforgettable,Virgin Records,86,26.07.2019,01.08.2019
Taylor Swift,You Need To Calm Down,Universal,87,26.07.2019,01.08.2019
Dardan feat. Eno,Wer macht Para 2,Universal Domestic Urban,88,26.07.2019,01.08.2019
Kontra K,Letzte Träne,BMG,89,26.07.2019,01.08.2019
Shindy,EFH,SME - Friends With Money,90,26.07.2019,01.08.2019
Shawn Mendes,If I Can't Have You,Island,91,26.07.2019,01.08.2019
Y2K & bbno$,Lalala,SME - Columbia,92,26.07.2019,01.08.2019
Shindy,Drama,SME - Friends With Money,93,26.07.2019,01.08.2019
Sero el Mero,Dein Fahrer,Groove Attack TraX,94,26.07.2019,01.08.2019
Shindy,Rapsuperstar,SME - Friends With Money,95,26.07.2019,01.08.2019
Mero,Wolke 10,Groove Attack TraX,96,26.07.2019,01.08.2019
Drake feat. Rick Ross,Money In The Grave,Republic Records,97,26.07.2019,01.08.2019
